video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V004163,P0833,Other,Synthetic Product Video 833-3,https://example.com/videos/v004163,2036-05-25,127,196422,186474,2321,9835,,comparison,discount_offer,True,False,,speed,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 8,en
V004164,P0833,TikTok,Synthetic Product Video 833-4,https://example.com/videos/v004164,2036-05-26,189,469072,275199,10047,8357,282359,comparison,discount_offer,,True,True,portability,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 8,unknown
V004165,P0833,TikTok,Synthetic Product Video 833-5,https://example.com/videos/v004165,2036-05-27,212,98021,25723,4692,5486,51928,testimonial,surprising_fact,,True,True,design,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 8,unknown
V004166,P0834,YouTube,Synthetic Product Video 834-1,https://example.com/videos/v004166,2036-05-28,14,789091,678230,10931,26548,322580,review,question,,False,True,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 9,unknown
V004167,P0834,Other,Synthetic Product Video 834-2,https://example.com/videos/v004167,2036-05-29,22,595956,,,,71198,unboxing,problem_solution,False,,False,durability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 9,en
V004168,P0834,Other,Synthetic Product Video 834-3,https://example.com/videos/v004168,2036-05-30,146,976923,513094,25110,55186,,comparison,problem_solution,True,True,True,speed,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 9,en
V004169,P0834,Other,Synthetic Product Video 834-4,https://example.com/videos/v004169,2036-05-31,9,735369,358865,22725,41453,57696,lifestyle,problem_solution,False,False,,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 9,en
V004170,P0834,TikTok,Synthetic Product Video 834-5,https://example.com/videos/v004170,2036-06-01,94,816918,157356,15746,13601,454326,demo,discount_offer,,,,customer support,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 9,unknown
V004171,P0835,Instagram,Synthetic Product Video 835-1,https://example.com/videos/v004171,2036-06-02,94,386159,350343,12276,26529,104546,review,discount_offer,False,True,True,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 10,en
V004172,P0835,TikTok,Synthetic Product Video 835-2,https://example.com/videos/v004172,2036-06-03,11,721609,,,,215516,tutorial,general_introduction,True,True,False,design,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 10,en
V004173,P0835,Facebook,Synthetic Product Video 835-3,https://example.com/videos/v004173,2036-06-04,24,627090,222517,22550,61060,,tutorial,discount_offer,,True,,automation,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 10,unknown
V004174,P0835,TikTok,Synthetic Product Video 835-4,https://example.com/videos/v004174,2036-06-05,75,171301,33056,5135,10257,330820,comparison,general_introduction,True,,,portability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 10,en
V004175,P0835,Other,Synthetic Product Video 835-5,https://example.com/videos/v004175,2036-06-06,167,972124,785125,3682,78333,277433,demo,discount_offer,False,False,True,price,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,comparison | tools | discount,Creator 10,en
V004176,P0836,Instagram,Synthetic Product Video 836-1,https://example.com/videos/v004176,2036-06-07,70,573105,567369,23681,18538,260576,demo,discount_offer,,,,customer support,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 11,en
V004177,P0836,Facebook,Synthetic Product Video 836-2,https://example.com/videos/v004177,2036-06-08,38,985900,,,,15288,tutorial,discount_offer,False,False,False,ease of use,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 11,unknown
V004178,P0836,Facebook,Synthetic Product Video 836-3,https://example.com/videos/v004178,2036-06-09,139,625221,314672,11182,52600,,demo,problem_solution,True,,False,portability,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 11,en
V004179,P0836,YouTube,Synthetic Product Video 836-4,https://example.com/videos/v004179,2036-06-10,185,826094,129553,39549,75975,42200,unboxing,surprising_fact,False,True,True,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 11,unknown
V004180,P0836,Other,Synthetic Product Video 836-5,https://example.com/videos/v004180,2036-06-11,106,665392,445722,24715,46387,8208,testimonial,surprising_fact,,,False,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 11,en
V004181,P0837,YouTube,Synthetic Product Video 837-1,https://example.com/videos/v004181,2036-06-12,57,761979,604568,30177,43997,203175,demo,question,False,,,ease of use,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 12,en
V004182,P0837,Instagram,Synthetic Product Video 837-2,https://example.com/videos/v004182,2036-06-13,98,510581,,,,376089,unboxing,result_first,True,False,False,durability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 12,unknown
V004183,P0837,Facebook,Synthetic Product Video 837-3,https://example.com/videos/v004183,2036-06-14,220,418087,144948,16955,36031,,listicle,surprising_fact,True,True,True,ease of use,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 12,en
V004184,P0837,TikTok,Synthetic Product Video 837-4,https://example.com/videos/v004184,2036-06-15,212,341633,126673,11076,13295,394299,demo,surprising_fact,True,,False,speed,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 12,en
V004185,P0837,YouTube,Synthetic Product Video 837-5,https://example.com/videos/v004185,2036-06-16,57,971356,235829,29037,39500,347104,demo,surprising_fact,False,False,True,ease of use,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 12,en
V004186,P0838,Instagram,Synthetic Product Video 838-1,https://example.com/videos/v004186,2036-06-17,115,747573,430909,25619,25082,335518,listicle,surprising_fact,,False,False,automation,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 13,unknown
V004187,P0838,Facebook,Synthetic Product Video 838-2,https://example.com/videos/v004187,2036-06-18,26,23280,,,,208889,lifestyle,discount_offer,,True,True,ease of use,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 13,unknown
V004188,P0838,Instagram,Synthetic Product Video 838-3,https://example.com/videos/v004188,2036-06-19,104,337976,98440,2267,3016,,listicle,problem_solution,False,False,,customer support,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 13,en
V004189,P0838,Facebook,Synthetic Product Video 838-4,https://example.com/videos/v004189,2036-06-20,155,396058,174746,9445,31741,15024,unboxing,general_introduction,,False,False,customer support,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 13,en
V004190,P0838,TikTok,Synthetic Product Video 838-5,https://example.com/videos/v004190,2036-06-21,93,173659,120784,3641,1378,467271,comparison,question,False,True,,durability,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 13,en
V004191,P0839,YouTube,Synthetic Product Video 839-1,https://example.com/videos/v004191,2036-06-22,237,535247,521032,6564,8781,321088,lifestyle,question,False,False,True,ease of use,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 14,unknown
V004192,P0839,Facebook,Synthetic Product Video 839-2,https://example.com/videos/v004192,2036-06-23,226,970617,,,,150092,comparison,result_first,False,True,False,portability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 14,en
V004193,P0839,TikTok,Synthetic Product Video 839-3,https://example.com/videos/v004193,2036-06-24,102,112488,44767,1641,6590,,comparison,general_introduction,True,True,,durability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 14,unknown
